y,ba,ca,sr,cd,ti,zr,sn,hf,,features,hf,rA,rB,t,tA.B,TA.B,dA.O,dB.O,ao,AO,AEN,BEN,en,EN,AEN.P,BEN.P,enp,ENP,AEN.MB,BEN.MB,enmb,ENMB,DA,DB,d,D,ACVW,BCVW,cvw,CVW,AEVW,BEVW,evw,EVW,AD,BD,d1,D1,AEC,BEC,ec,EC,ATC,BTC,tc,TC,AHA,BHA,ha,HA,AHF,BHF,hf0,HF,AEA,BEA,ea,EA,AAV,BAV,av,AV,AP,BP,p,P,AAR,BAR,ar,AR,AAN,BAN,an,AN,ARAM,BRAM,ram,RAM,APE,BPE,pe,PE,NCT,NTO,ZeffA,ZeffB,z,Z,TEA,TEB,te,TE
0.066,88,9,3,0,81,19,0,0,,,0,158.06,62.685,1.039851338,9907.9911,2.521496371,225.577,183.818,41465.11299,1.227175793,237,348.61,82620.57,0.679842804,90.17,150.01,13526.4017,0.60109326,108.96,182.96,19935.3216,0.595540009,5,22.72,113.6,0.220070423,266.85,217.85,58133.2725,1.224925407,302.24,246.47,74493.0928,1.226275003,340.4,488.19,166179.876,0.697269506,5554.78,2396.2,13310363.84,2.31816209,3534.4,2203.3,7787343.52,1.604139246,17937,49629.1,890197166.7,0.361421021,725.71,1545.15,1121330.807,0.469669611,51190.815,66119.482,3384710171,0.774216819,3672.47,1126.273,4136203.804,3.260728083,3781.6,1522.7,5758242.32,2.483483286,22130,14947,330777110,1.480564662,5222,2542,13274324,2.054287962,12708.338,5610.483,71299914.31,2.265105874,579,419,242601,1.381861575,-22,7,724.85,907.67,657924.5995,0.798583186,2081,804.9,1674996.9,2.585414337
0.144,90,10,0,0,93,0,7,0,,,0,158.3,61.095,1.048917057,9671.3385,2.591046731,225.77,182.13,41119.4901,1.23960907,238,350.95,83526.1,0.678159282,90.1,156.94,14140.294,0.574104753,108.9,186.14,20270.646,0.585043516,5,24.37,121.85,0.205170291,267,215.7,57591.9,1.23783032,302.3,244.14,73803.522,1.23822397,341.3,469.355,160190.8615,0.727168135,5685.2,2841,16151653.2,2.001126364,3666,2504.3,9180763.8,1.463882123,17982,45815.4,823852522.8,0.392488115,726.2,1366.161,992106.1182,0.531562532,51138.23,66245.3,3387667388,0.771952576,3674.8,1102.319,4050801.861,3.333699229,3801,1411.7,5365871.7,2.692498406,22130,14714,325620820,1.504009787,5240,2396,12555040,2.186978297,12760.21,5282.601,67407098.11,2.415516523,580,407,236060,1.425061425,-7,-3,726.2,820.72,596006.864,0.88483283,2077,953.8,1981042.6,2.177605368
0.075,91,9,0,0,89,0,11,0,,,0,158.57,61.435,1.048094404,9741.74795,2.581101978,226.093,182.49,41259.71157,1.23893364,238.2,354.35,84406.17,0.672216735,89.99,158.62,14274.2138,0.567330728,108.81,186.22,20262.5982,0.584308882,5,24.01,120.05,0.208246564,267.3,216.1,57763.53,1.236927348,302.57,244.22,73893.6454,1.238923921,343.37,480.415,164960.0986,0.714736218,5417.68,3093,16756884.24,1.751593922,3483.4,2683.9,9349097.26,1.297887403,17983.8,45144.2,811864264,0.398363466,724.78,1338.253,969939.0093,0.541586681,51051.297,66442.9,3391996221,0.768348416,3686.72,1125.187,4148249.417,3.276539811,3817.9,1384.1,5284355.39,2.75839896,22157,14722,326195354,1.505026491,5276,2508,13232208,2.103668262,12857.459,5565.973,71564269.64,2.310011026,582,411,239202,1.416058394,-11,2,729.38,824.56,601417.5728,0.88456874,2075.3,1007.4,2090657.22,2.060055589
0.043,73,27,0,0,96,4,0,0,,,0,153.71,60.96,1.033470962,9370.1616,2.521489501,220.279,181.988,40088.13465,1.210403983,234.6,345.76,81115.296,0.678505322,91.97,153.16,14086.1252,0.600483155,110.43,185.36,20469.3048,0.595759603,5,24.52,122.6,0.203915171,261.9,215.6,56465.64,1.214749536,297.71,244.52,72796.0492,1.217528219,306.11,458.04,140210.6244,0.668304078,10233.04,2399.2,24551109.57,4.265188396,6770.2,2192.8,14845694.56,3.087468077,17951.4,47545.6,853510083.8,0.377561751,750.34,1442.4,1082290.416,0.52020244,52616.091,65945.812,3469810845,0.797868574,3472.16,1075.768,3735238.619,3.227610414,3513.7,1473.2,5176382.84,2.385080098,21671,14752,319690592,1.46902115,4628,2272,10514816,2.036971831,11106.977,4960.128,55092027.61,2.239252092,546,404,220584,1.351485149,-4,-23,672.14,833.72,560376.5608,0.806193926,2105.9,848.4,1786645.56,2.482201792
0.099,79,21,0,0,91,9,0,0,,,0,155.33,61.535,1.036206358,9558.23155,2.524254489,222.217,182.598,40576.37977,1.216973899,235.8,346.71,81754.218,0.680107294,91.31,152.11,13889.1641,0.600289264,109.89,184.56,20281.2984,0.595416125,5,23.92,119.6,0.2090301,263.7,216.35,57051.495,1.218858331,299.33,245.17,73386.7361,1.220907941,318.53,468.09,149100.7077,0.680488795,8627.92,2398.2,20691477.74,3.597664915,5674.6,2196.3,12463123.98,2.583708965,17962.2,48240.1,866498324.2,0.372349974,741.82,1476.65,1095408.503,0.502366844,52094.493,66003.702,3438429392,0.789266229,3543.68,1092.603,3871835.399,3.243337241,3615.1,1489.7,5385414.47,2.426730214,21833,14817,323499561,1.473510157,4844,2362,11441528,2.050804403,11690.471,5176.913,60520551.3,2.258193445,558,409,228222,1.364303178,-9,-12,691.22,858.37,593322.5114,0.805270454,2095.7,833.9,1747604.23,2.513131071
0.102,90,10,0,0,95,0,5,0,,,0,158.3,60.925,1.049804532,9644.4275,2.59827657,225.77,181.95,41078.8515,1.240835394,238,349.25,83121.5,0.681460272,90.1,156.1,14064.61,0.577194106,108.9,186.1,20266.29,0.585169264,5,24.55,122.75,0.203665988,267,215.5,57538.5,1.238979118,302.3,244.1,73791.43,1.238426874,341.3,463.825,158303.4725,0.73583787,5685.2,2715,15435318,2.093996317,3666,2414.5,8851557,1.518326776,17982,46151,829887282,0.389634027,726.2,1380.115,1002239.513,0.526188035,51138.23,66146.5,3382614931,0.773105606,3674.8,1090.885,4008784.198,3.368641057,3801,1425.5,5418325.5,2.666432831,22130,14710,325532300,1.504418763,5240,2340,12261600,2.239316239,12760.21,5140.915,65599154.99,2.482089278,580,405,234900,1.432098765,-5,-5,726.2,818.8,594612.56,0.88690767,2077,927,1925379,2.240560949
0.074,91,9,0,0,96,1,3,0,,,0,158.57,60.87,1.051042447,9652.1559,2.605059964,226.093,181.892,41124.50796,1.243006839,238.2,347.74,82831.668,0.684994536,89.99,155.05,13952.9495,0.580393421,108.81,185.9,20227.779,0.585314685,5,24.61,123.05,0.203169443,267.3,215.45,57589.785,1.240659086,302.57,244.19,73884.5683,1.239076129,343.37,460.305,158054.9279,0.745961917,5417.68,2588.8,14025289.98,2.092737948,3483.4,2325.4,8100298.36,1.497978842,17983.8,46625.5,838503666.9,0.385707392,724.78,1400.919,1015358.073,0.51736039,51051.297,66059.278,3372411821,0.772810399,3686.72,1082.818,3992046.777,3.404745765,3817.9,1442.6,5507702.54,2.646540968,22157,14719,326128883,1.505333243,5276,2302,12145352,2.29192007,12857.459,5042.586,64834842.75,2.549774858,582,404,235128,1.440594059,-4,-5,729.38,821.81,599411.7778,0.887528748,2075.3,897.3,1862166.69,2.312827371
0.04,95,1,4,0,79,21,0,0,,,0,160.05,62.915,1.045607394,10069.54575,2.543908448,227.989,184.062,41964.11132,1.23865328,238.2,348.99,83129.418,0.682541047,89.35,149.59,13365.8665,0.597299285,108.29,182.64,19778.0856,0.592915024,5,22.48,112.4,0.222419929,269.1,218.15,58704.165,1.233554893,304.29,246.73,75077.4717,1.233291452,355.97,492.21,175211.9937,0.723207574,3460.32,2395.8,8290234.656,1.444327573,2090.6,2204.7,4609145.82,0.948246927,17935.8,49906.9,895120177,0.359385175,714.66,1558.85,1114047.741,0.458453347,50541.857,66142.638,3342971751,0.764134279,3763.08,1133.007,4263595.982,3.321321051,3904.7,1529.3,5971457.71,2.553259661,22337,14973,334451901,1.491818607,5492,2578,14158376,2.130333592,13436.623,5697.197,76551088.25,2.358462065,594,421,250074,1.410926366,-25,16,748.78,917.53,687028.1134,0.816082308,2069.3,799.1,1653577.63,2.589538231
0.016,96,3,1,0,72,27,1,0,,,0,160.02,63.69,1.04152492,10191.6738,2.512482336,227.859,184.884,42127.48336,1.232443045,239,350.98,83884.22,0.680950482,89.39,148.75,13296.7625,0.600941176,108.32,181.7,19681.744,0.596147496,5,21.67,108.35,0.230733733,268.95,219.15,58940.3925,1.227241615,304.08,247.53,75268.9224,1.228457157,354.8,507.035,179896.018,0.699754455,3858.26,2457.6,9482059.776,1.569930013,2404.8,2253.8,5419938.24,1.066997959,17979,50572.5,909242977.5,0.355509417,716.57,1592.973,1141476.663,0.449831855,50576.205,66261.506,3351255511,0.763281852,3753.49,1158.926,4350017.152,3.238765892,3907.2,1542.2,6025683.84,2.533523538,22310,15053,335832430,1.482096592,5474,2714,14856436,2.016949153,13391.246,6028.182,80724868.09,2.221440229,593,428,253804,1.385514019,-29,24,746.95,948.07,708160.8865,0.787863765,2067,795.1,1643471.7,2.599672997
0.13,88,12,0,0,92,2,6,0,,,0,157.76,61.24,1.046263836,9661.2224,2.576094056,225.124,182.284,41036.50322,1.235017884,237.6,350.48,83274.048,0.677927414,90.32,156.1,14098.952,0.578603459,109.08,185.8,20267.064,0.587082885,5,24.22,121.1,0.206440958,266.4,215.9,57515.76,1.233904585,301.76,244.38,73744.1088,1.234798265,337.16,470.61,158670.8676,0.716431865,6220.24,2777.6,17277338.62,2.239429724,4031.2,2460.8,9919976.96,1.63816645,17978.4,46261,831698762.4,0.388629731,729.04,1386.838,1011060.376,0.525685048,51312.096,66219.056,3397838559,0.774884136,3650.96,1103.336,4028235.603,3.309019193,3767.2,1425.2,5369013.44,2.643278136,22076,14738,325356088,1.497896594,5168,2404,12423872,2.149750416,12565.712,5298.472,66579073.19,2.371572786,576,408,235008,1.411764706,-8,-4,719.84,829.62,597193.6608,0.867674357,2080.4,934.6,1944341.84,2.225979028
0.041,94,6,0,0,84,16,0,0,,,0,159.38,62.34,1.046237315,9935.7492,2.55662496,227.062,183.452,41654.97802,1.237718858,238.8,348.04,83111.952,0.686128031,89.66,150.64,13506.3824,0.59519384,108.54,183.44,19910.5776,0.591692106,5,23.08,115.4,0.216637782,268.2,217.4,58306.68,1.233670653,303.38,246.08,74655.7504,1.232851105,349.58,482.16,168553.4928,0.725029036,4615.12,2396.8,11061519.62,1.925534045,2935.6,2201.2,6461842.72,1.333636198,17989.2,49212.4,885291706.1,0.365542018,720.52,1524.6,1098504.792,0.472596091,50790.498,66084.748,3356477261,0.768566115,3722.48,1116.172,4154927.947,3.335041553,3868.6,1512.8,5852418.08,2.557244844,22238,14908,331524104,1.491682318,5384,2488,13395392,2.163987138,13149.206,5480.412,72063066.35,2.39930976,588,416,244608,1.413461538,-16,10,738.92,892.88,659766.8896,0.827569214,2070.2,813.6,1684314.72,2.544493609
0.005,92,6,2,0,74,5,21,0,,,0,159.04,62.86,1.042370303,9997.2544,2.530066815,226.718,184,41716.112,1.232163043,238,363.8,86584.4,0.654205607,89.78,161.77,14523.7106,0.554985473,108.64,185.62,20165.7568,0.585281758,5,22.51,112.55,0.222123501,267.9,217.85,58362.015,1.229745238,303.16,245.07,74295.4212,1.237034317,347.6,518.115,180096.774,0.670893527,4706.52,3722,17517667.44,1.264513702,2969.6,3136.4,9313853.44,0.946818008,17958,44160.7,793037850.6,0.406651163,721.14,1302.733,939452.8756,0.553559325,50883.51,66994.79,3408930067,0.759514434,3712.98,1199.192,4452575.912,3.096234798,3844.4,1331.6,5119203.04,2.887053169,22220,14807,329011540,1.500641588,5348,2878,15391544,1.858234885,13049.792,6491.188,84708653.23,2.010385772,586,426,249636,1.375586854,-28,18,735.9,858.81,631998.279,0.856883362,2074,1126.9,2337190.6,1.840447245
0.122,88,12,0,0,92,3,5,0,,,0,157.76,61.27,1.046107887,9665.9552,2.574832708,225.124,182.316,41043.70718,1.234801115,237.6,349.82,83117.232,0.679206449,90.32,155.47,14042.0504,0.580948093,109.08,185.62,20247.4296,0.587652193,5,24.19,120.95,0.206696982,266.4,215.95,57529.08,1.233618893,301.76,244.49,73777.3024,1.234242709,337.16,469.855,158416.3118,0.717583084,6220.24,2714.4,16884219.46,2.291570881,4031.2,2416.6,9741797.92,1.668128776,17978.4,46567.7,837212737.7,0.386070173,729.04,1400.665,1021140.812,0.520495622,51312.096,66181.234,3395897832,0.775326976,3650.96,1100.986,4019655.847,3.31608213,3767.2,1435.4,5407438.88,2.624494914,22076,14749,325598924,1.496779443,5168,2394,12372192,2.158730159,12565.712,5270.986,66233692.03,2.383939551,576,408,235008,1.411764706,-8,-4,719.84,833.59,600051.4256,0.863542029,2080.4,918.3,1910431.32,2.26549058
0.107,83,17,0,0,92,8,0,0,,,0,156.41,61.42,1.04058947,9606.7022,2.546564637,223.509,182.476,40785.02828,1.224867928,236.6,346.52,81986.632,0.682788872,90.87,152.32,13841.3184,0.596573004,109.53,184.72,20232.3816,0.592951494,5,24.04,120.2,0.207986689,264.9,216.2,57271.38,1.225254394,300.41,245.04,73612.4664,1.225963108,326.81,466.08,152319.6048,0.701188637,7557.84,2398.4,18126723.46,3.151200801,4944.2,2195.6,10855485.52,2.251867371,17969.4,48101.2,864349703.3,0.37357488,736.14,1469.8,1081978.572,0.500843652,51746.761,65992.124,3414878669,0.784135407,3591.36,1089.236,3911838.601,3.297136709,3682.7,1486.4,5473965.28,2.477596878,21941,14804,324814564,1.482099433,4988,2344,11691872,2.127986348,12079.467,5133.556,62010620.29,2.353040855,566,408,230928,1.387254902,-8,-9,703.94,853.44,600770.5536,0.824826584,2088.9,836.8,1747991.52,2.496295411
0.175,84,16,0,0,91,8,1,0,,,0,156.68,61.505,1.041097996,9636.6034,2.547435168,223.832,182.566,40864.11291,1.226033325,236.8,347.37,82257.216,0.681693871,90.76,152.74,13862.6824,0.594212387,109.44,184.74,20217.9456,0.59240013,5,23.95,119.75,0.208768267,265.2,216.3,57362.76,1.226074896,300.68,245.06,73684.6408,1.226964825,328.88,468.845,154193.7436,0.701468502,7290.32,2461.4,17944393.65,2.961859105,4761.6,2240.5,10668364.8,2.125239902,17971.2,47933.4,861420718.1,0.374920202,734.72,1462.823,1074765.315,0.502261723,51659.828,66041.524,3411693771,0.782232524,3603.28,1094.953,3945422.246,3.290807916,3699.6,1479.5,5473558.2,2.500574518,21968,14806,325258208,1.483722815,5024,2372,11916928,2.118043845,12176.716,5204.399,63372488.57,2.33969686,568,409,232312,1.388753056,-9,-7,707.12,854.4,604163.328,0.827621723,2087.2,850.2,1774537.44,2.454951776
0.021,78,13,9,0,83,0,17,0,,,0,155.96,61.945,1.036308549,9660.9422,2.51771733,223.253,183.03,40861.99659,1.219761788,233.8,359.45,84039.41,0.650438169,90.97,161.14,14658.9058,0.564540151,109.62,186.34,20426.5908,0.588279489,5,23.47,117.35,0.213037921,264.75,216.7,57371.325,1.221735118,300.5,244.34,73424.17,1.22984366,326.18,497.005,162113.0909,0.656291184,6899.06,3471,23946637.26,1.987628925,4366.8,2953.3,12896470.44,1.47861714,17836.2,44137.4,787243493.9,0.404106268,733.25,1296.391,950578.7008,0.565608678,51817.583,66739.3,3458269217,0.776417838,3596.29,1159.489,4169858.696,3.101616315,3641.4,1342.7,4889307.78,2.711998213,21968,14734,323676512,1.490973259,4970,2676,13299720,1.857249626,12021.1,5991.031,72018782.75,2.006516074,565,417,235605,1.354916067,-26,-5,703.07,830.32,583773.0824,0.846745833,2099.2,1087.8,2283509.76,1.929766501
0.12,87,13,0,0,91,4,5,0,,,0,157.49,61.385,1.044562473,9667.52365,2.565610491,224.801,182.438,41012.24484,1.232204913,237.4,350.01,83092.374,0.678266335,90.43,155.26,14040.1618,0.582442355,109.17,185.46,20246.6682,0.588644452,5,24.07,120.35,0.207727462,266.1,216.1,57504.21,1.231374364,301.49,244.62,73750.4838,1.232483035,335.09,471.865,158117.2429,0.710139553,6487.76,2714.2,17609078.19,2.390302852,4213.8,2417.3,10186018.74,1.743184545,17976.6,46706.6,839625865.6,0.384883507,730.46,1407.515,1028133.407,0.518971379,51399.029,66192.812,3402246264,0.776504691,3639.04,1104.353,4018784.741,3.295178263,3750.3,1438.7,5395556.61,2.606728296,22049,14762,325487338,1.493632299,5132,2412,12378384,2.127694859,12468.463,5314.343,66261689.06,2.346190865,574,409,234766,1.403422983,-9,-4,716.66,838.52,600933.7432,0.854672518,2082.1,915.4,1905954.34,2.274524798
0.074,86,14,0,0,87,13,0,0,,,0,157.22,61.995,1.040462848,9746.8539,2.536010969,224.478,183.086,41098.77911,1.226079547,237.2,347.47,82419.884,0.682648862,90.54,151.27,13695.9858,0.598532425,109.26,183.92,20095.0992,0.594062636,5,23.44,117.2,0.21331058,265.8,216.95,57665.31,1.225167089,301.22,245.69,74006.7418,1.226016525,333.02,476.13,158560.8126,0.699430828,6755.28,2397.4,16195108.27,2.817752565,4396.4,2199.1,9668123.24,1.999181483,17974.8,48795.7,877092948.4,0.368368524,731.88,1504.05,1100784.114,0.486606163,51485.962,66050.014,3400648511,0.779499638,3627.12,1106.071,4011852.246,3.279283156,3733.4,1502.9,5610926.86,2.484130681,22022,14869,327445118,1.481067994,5096,2434,12403664,2.093672966,12371.214,5350.341,66190213.48,2.312229071,572,413,236236,1.384987893,-13,-1,713.48,878.09,626499.6532,0.8125363,2083.8,822.3,1713508.74,2.534111638
0.197,85,15,0,0,90,7,3,0,,,0,156.95,61.56,1.041761125,9661.842,2.549545159,224.155,182.624,40936.08272,1.227412607,237,348.88,82684.56,0.67931667,90.65,153.79,13941.0635,0.589440146,109.35,184.94,20223.189,0.591272845,5,23.89,119.45,0.209292591,265.5,216.35,57440.925,1.227178183,300.95,244.97,73723.7215,1.228517778,330.95,472.365,156329.1968,0.700623459,7022.8,2587.6,18172197.28,2.714020714,4579,2329.6,10667238.4,1.965573489,17973,47458.9,852978809.7,0.378706628,733.3,1442.019,1057432.533,0.508523119,51572.895,66128.746,3410450874,0.779886178,3615.2,1103.02,3987637.904,3.277547098,3716.5,1462.4,5435009.6,2.54137035,21995,14797,325460015,1.486449956,5060,2410,12194600,2.099585062,12273.965,5302.728,65085497.88,2.314651063,570,410,233700,1.390243902,-10,-5,710.3,851.39,604742.317,0.834282761,2085.5,879.9,1835031.45,2.3701557
0.11,92,8,0,0,91,1,8,0,,,0,158.84,61.295,1.049771813,9736.0978,2.591402235,226.416,182.342,41285.14627,1.241710632,238.4,351.99,83914.416,0.677291969,89.88,157.15,14124.642,0.571937639,108.72,186,20221.92,0.584516129,5,24.16,120.8,0.206953642,267.6,215.95,57788.22,1.239175735,302.84,244.29,73980.7836,1.239674158,345.44,474.13,163783.4672,0.728576551,5150.16,2903.8,14955034.61,1.773593223,3300.8,2549.9,8416709.92,1.294482137,17985.6,45786.5,823497674.4,0.392814476,723.36,1366.034,988134.3542,0.52953294,50964.364,66306.278,3379257287,0.768620492,3698.64,1111.403,4110679.592,3.32790176,3834.8,1408.1,5399781.88,2.723386123,22184,14729,326748136,1.506144341,5312,2442,12971904,2.175266175,12954.708,5396.801,69913981.09,2.40044204,584,409,238856,1.427872861,-9,1,732.56,826.61,605541.4216,0.886222039,2073.6,964.3,1999572.48,2.150368143
0.181,85,15,0,0,91,5,4,0,,,0,156.95,61.415,1.042511096,9639.08425,2.555564601,224.155,182.47,40901.56285,1.228448512,237,349.35,82795.95,0.678402748,90.65,154.63,14017.2095,0.586238117,109.35,185.28,20260.368,0.590187824,5,24.04,120.2,0.207986689,265.5,216.15,57387.825,1.228313671,300.95,244.73,73651.4935,1.229722551,330.95,471.11,155913.8545,0.702489864,7022.8,2651,18617442.8,2.649113542,4579,2373.1,10866424.9,1.929543635,17973,47013.3,844970040.9,0.382296074,733.3,1421.342,1042270.089,0.515920869,51572.895,66154.99,3411804353,0.779576794,3615.2,1102.003,3983961.246,3.280571831,3716.5,1448.9,5384836.85,2.565049348,21995,14773,324932135,1.488864821,5060,2402,12154120,2.106577852,12273.965,5286.857,64890697.78,2.321599582,570,409,233130,1.393643032,-9,-6,710.3,842.49,598420.647,0.84309606,2085.5,899.1,1875073.05,2.319541764
0.179,84,16,0,0,89,7,4,0,,,0,156.68,61.645,1.040375173,9658.5386,2.541649769,223.832,182.714,40897.24005,1.225040227,236.8,349.73,82816.064,0.677093758,90.76,154.21,13996.0996,0.588548084,109.44,184.96,20242.0224,0.591695502,5,23.8,119,0.210084034,265.2,216.45,57402.54,1.225225225,300.68,244.99,73663.5932,1.227315401,328.88,475.13,156260.7544,0.692189506,7290.32,2650.6,19323722.19,2.750441409,4761.6,2374.5,11306419.2,2.00530638,17971.2,47291.1,849877816.3,0.380012307,734.72,1435.042,1054354.058,0.511985015,51659.828,66178.146,3418751640,0.780617638,3603.28,1108.737,3995089.857,3.249896053,3699.6,1455.5,5384767.8,2.541806939,21968,14799,325104432,1.484424623,5024,2438,12248512,2.060705496,12176.716,5373.571,65432447.97,2.266037985,568,411,233448,1.381995134,-11,-5,707.12,852.35,602713.732,0.829612248,2087.2,893.3,1864495.76,2.336505093
0.23,84,16,0,0,90,7,3,0,,,0,156.68,61.56,1.04081391,9645.2208,2.545159194,223.832,182.624,40877.09517,1.225643946,236.8,348.88,82614.784,0.678743407,90.76,153.79,13957.9804,0.590155407,109.44,184.94,20239.8336,0.59175949,5,23.89,119.45,0.209292591,265.2,216.35,57376.02,1.225791541,300.68,244.97,73657.5796,1.227415602,328.88,472.365,155351.4012,0.696241254,7290.32,2587.6,18864432.03,2.817406091,4761.6,2329.6,11092623.36,2.043956044,17971.2,47458.9,852893383.7,0.378668701,734.72,1442.019,1059480.2,0.50950785,51659.828,66128.746,3416199644,0.781200781,3603.28,1103.02,3974489.906,3.266740404,3699.6,1462.4,5410295.04,2.529814004,21968,14797,325060496,1.484625262,5024,2410,12107840,2.084647303,12176.716,5302.728,64569812.88,2.296311634,568,410,232880,1.385365854,-10,-6,707.12,851.39,602034.8968,0.830547693,2087.2,879.9,1836527.28,2.372087737
0.03,76,8,16,0,85,6,9,0,,,0,156.12,61.955,1.03681745,9672.4146,2.519893471,223.664,183.042,40939.90589,1.221927208,232,353.79,82079.28,0.65575624,90.84,156.52,14218.2768,0.580373115,109.52,185.22,20285.2944,0.591296836,5,23.47,117.35,0.213037921,265.2,216.8,57495.36,1.223247232,301.08,244.96,73752.5568,1.229098628,329.6,486.945,160497.072,0.676873158,5881.36,2965.8,17442937.49,1.98306022,3572.8,2598.3,9283206.24,1.375052919,17736,46313.2,821410915.2,0.382957774,728.32,1393.307,1014773.354,0.522727583,51708.46,66413.568,3434143324,0.778582774,3622.64,1133.955,4107910.741,3.194694675,3641.2,1417.7,5162129.24,2.568385413,22040,14796,326103840,1.489591782,5024,2560,12861440,1.9625,12159.396,5684.429,69119223.24,2.139070784,568,415,235720,1.368674699,-31,-9,708.4,852.22,603712.648,0.831240759,2104,963.2,2026572.8,2.184385382
0.158,84,16,0,0,90,6,4,0,,,0,156.68,61.53,1.040968847,9640.5204,2.54640013,223.832,182.592,40869.93254,1.225858745,236.8,349.54,82771.072,0.677461807,90.76,154.42,14015.1592,0.587747701,109.44,185.12,20259.5328,0.591184097,5,23.92,119.6,0.2090301,265.2,216.3,57362.76,1.226074896,300.68,244.86,73624.5048,1.227967002,328.88,473.12,155599.7056,0.6951302,7290.32,2650.8,19325180.26,2.750233892,4761.6,2373.8,11303086.08,2.005897717,17971.2,47152.2,847381616.6,0.381131739,734.72,1428.192,1049321.226,0.514440635,51659.828,66166.568,3418153522,0.780754232,3603.28,1105.37,3982957.614,3.259795363,3699.6,1452.2,5372559.12,2.547582978,21968,14786,324818848,1.485729744,5024,2420,12158080,2.076033058,12176.716,5330.214,64904502.1,2.28447038,568,410,232880,1.385365854,-10,-6,707.12,847.42,599227.6304,0.834438649,2087.2,896.2,1870548.64,2.328944432
0.106,85,15,0,0,87,6,7,0,,,0,156.95,61.785,1.040599511,9697.15575,2.540260581,224.155,182.862,40989.43161,1.225815096,237,352.09,83445.33,0.673123349,90.65,155.68,14112.392,0.582284173,109.35,185.18,20249.433,0.590506534,5,23.65,118.25,0.21141649,265.5,216.6,57507.3,1.225761773,300.95,244.92,73708.674,1.228768577,330.95,481.415,159324.2943,0.687452614,7022.8,2839.8,19943347.44,2.472991056,4579,2508.5,11486421.5,1.825393662,17973,46648.8,838418882.4,0.385283223,733.3,1407.261,1031944.491,0.521083154,51572.895,66314.768,3420044567,0.777698491,3615.2,1122.521,4058137.919,3.2206079,3716.5,1431.5,5320169.75,2.596227733,21995,14792,325350040,1.486952407,5060,2504,12670240,2.020766773,12273.965,5542.743,68031433.59,2.21442073,570,413,235410,1.380145278,-13,-2,710.3,850.3,603968.09,0.835352229,2085.5,936.4,1952862.2,2.227146519
0.192,83,17,0,0,90,7,3,0,,,0,156.41,61.56,1.039866695,9628.5996,2.540773229,223.509,182.624,40818.10762,1.223875285,236.6,348.88,82545.008,0.678170144,90.87,153.79,13974.8973,0.590870668,109.53,184.94,20256.4782,0.592246134,5,23.89,119.45,0.209292591,264.9,216.35,57311.115,1.224404899,300.41,244.97,73591.4377,1.226313426,326.81,472.365,154373.6057,0.69185905,7557.84,2587.6,19556666.78,2.920791467,4944.2,2329.6,11518008.32,2.122338599,17969.4,47458.9,852807957.7,0.378630773,736.14,1442.019,1061527.867,0.51049258,51746.761,66128.746,3421948414,0.782515383,3591.36,1103.02,3961341.907,3.255933709,3682.7,1462.4,5385580.48,2.518257659,21941,14797,324660977,1.482800568,4988,2410,12021080,2.069709544,12079.467,5302.728,64054127.89,2.277972206,566,410,232060,1.380487805,-10,-7,703.94,851.39,599327.4766,0.826812624,2088.9,879.9,1838023.11,2.374019775
0.07,74,11,15,0,92,3,5,0,,,0,155.48,61.27,1.038097657,9526.2596,2.537620369,222.867,182.316,40632.21997,1.22242151,231.8,349.82,81088.276,0.662626494,91.11,155.47,14164.8717,0.586029459,109.74,185.62,20369.9388,0.591207844,5,24.19,120.95,0.206696982,264.45,215.95,57107.9775,1.224589025,300.38,244.49,73439.9062,1.228598307,324.38,469.855,152411.5649,0.690383203,6638.22,2714.4,18018784.37,2.445557029,4103.6,2416.6,9916759.76,1.698088223,17746.2,46567.7,826399717.7,0.381083884,732.27,1400.665,1025664.96,0.522801669,51922.753,66181.234,3436311866,0.784554017,3591.63,1100.986,3954334.347,3.26219407,3602.6,1435.4,5171172.04,2.509823046,21968,14749,324006032,1.489456912,4934,2394,11811996,2.060985798,11917.356,5270.986,62816216.63,2.260934861,563,408,229704,1.379901961,-23,-18,700.37,833.59,583821.4283,0.840185223,2107.2,918.3,1935041.76,2.294674943
0.152,84,15,1,0,90,7,3,0,,,0,156.78,61.56,1.04116473,9651.3768,2.546783626,223.983,182.624,40904.67139,1.226470781,236.6,348.88,82545.008,0.678170144,90.71,153.79,13950.2909,0.589830288,109.4,184.94,20232.436,0.591543203,5,23.89,119.45,0.209292591,265.35,216.35,57408.4725,1.226484862,300.84,244.97,73696.7748,1.228068743,329.96,472.365,155861.5554,0.698527622,7068.5,2587.6,18290450.6,2.731681867,4596,2329.6,10706841.6,1.972870879,17957.4,47458.9,852238450.9,0.378377923,733.61,1442.019,1057879.559,0.508738096,51619.401,66128.746,3413526257,0.780589443,3610.45,1103.02,3982398.559,3.273240739,3704.4,1462.4,5417314.56,2.53309628,21986,14797,325326842,1.485841725,5042,2410,12151220,2.092116183,12224.258,5302.728,64821915.18,2.305277208,569,410,233290,1.387804878,-11,-6,708.79,851.39,603456.7181,0.832509191,2087.4,879.9,1836703.26,2.372315036
