»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Version:			4.6.11
»»»  Vision Version:		4.6.5 (R)
»»»  Vision Compiled:		7 December 2011
»»»  Driver Version:		4.6.17
»»»  Tester Name:		PPM21211-813
»»»  Tester S/N:		PPM21211-813                    
»»»  Internal Amp Type:		No Internal Amp
»»»  Internal Amp S/N:		100000
»»»  Execution Count:		0
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:				1/16/2024 - 11:22:53
Configured:			01/16/24 11:09:13 AM
Executed:			01/16/24 11:22:25 AM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:			
Lot Name:			
Wafer Name:			
Die Row/Column:			0/0
Capacitor Number:		0
Sample Area (cm2):		1.03e+000
Sample Thickness (µm):		1.15e+003

Mux Loop Adjustment:		Disabled

Amplifier:			High Voltage (HVA)
HVI Channel/Port:		1/1
Drive Gain Factor:			1000.00r
Drive Voltage Limit:			4000.00r

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:			PPM21211-813
Tester Serial Number:		PPM21211-813                    
Return Signal Amp. Level:	0.00019

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:			Hyst-2
Volts:				2300.00
Field:				20.00 (kV/cm)
Hysteresis Period (ms):		1.00e+002
Preset:				Enabled
Preset Delay (ms):		1.00e+002
Profile:			Standard Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:				1017

Valid Data

Point		Time (ms)	Field (kV/cm)	Measured Polarization
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:			PPM21211-813
Tester Serial Number:		PPM21211-813                    
Return Signal Amp. Level:	0.00019

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:			Hyst-2
Volts:				2300.00
Field:				20.00 (kV/cm)
Hysteresis Period (ms):		1.00e+002
Preset:				Enabled
Preset Delay (ms):		1.00e+002
Profile:			Standard Bipolar

Sensor Offset:			0.00  
Sensor Scale:			-0.05 
Sensor Impedance (Ohms):	50
Sensor Label:			%

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:				1017

Valid Data

Point		Time (ms)	Field (kV/cm)	Measured Polarization	Sensor
   1		9.8500e-002	-0.0113		-2.9805		-6.0242e-003
   2		1.9700e-001	0.0040		-2.9738		-6.1497e-003
   3		2.9550e-001	0.0325		-2.9586		-5.9811e-003
   4		3.9400e-001	0.0756		-2.9370		-6.0851e-003
   5		4.9250e-001	0.1267		-2.9101		-5.9919e-003
   6		5.9100e-001	0.1725		-2.8557		-6.0708e-003
   7		6.8950e-001	0.2441		-2.7849		-6.1425e-003
   8		7.8800e-001	0.3052		-2.6965		-6.2967e-003
   9		8.8650e-001	0.3728		-2.5831		-6.2644e-003
  10		9.8500e-001	0.4385		-2.4372		-6.3361e-003
  11		1.0835e+000	0.5082		-2.2549		-6.3110e-003
  12		1.1820e+000	0.5745		-2.0347		-6.3361e-003
  13		1.2805e+000	0.6415		-1.7781		-6.4150e-003
  14		1.3790e+000	0.7079		-1.4828		-6.5047e-003
  15		1.4775e+000	0.8054		-1.1570		-6.6732e-003
  16		1.5760e+000	0.8751		-0.7944		-6.7449e-003
  17		1.6745e+000	0.9514		-0.4220		-6.5262e-003
  18		1.7730e+000	1.0349		-0.0430		-6.6266e-003
  19		1.8715e+000	1.1139		0.3325		-6.5871e-003
  20		1.9700e+000	1.1822		0.6900		-6.5369e-003
  21		2.0685e+000	1.2738		1.0326		-6.4688e-003
  22		2.1670e+000	1.3454		1.3494		-6.3971e-003
  23		2.2655e+000	1.4244		1.6526		-6.3039e-003
  24		2.3640e+000	1.5060		1.9314		-6.0206e-003
  25		2.4625e+000	1.5823		2.1947		-5.7516e-003
  26		2.5610e+000	1.6619		2.4548		-5.6943e-003
  27		2.6595e+000	1.7309		2.6985		-5.3680e-003
  28		2.7580e+000	1.8078		2.9214		-5.1815e-003
  29		2.8565e+000	1.8928		3.1400		-4.9448e-003
  30		2.9550e+000	1.9783		3.3513		-4.6544e-003
  31		3.0535e+000	2.0506		3.5441		-4.3855e-003
  32		3.1520e+000	2.1322		3.7338		-3.9659e-003
  33		3.2505e+000	2.2019		3.9145		-3.6719e-003
  34		3.3490e+000	2.2835		4.0764		-3.3492e-003
  35		3.4475e+000	2.3605		4.2423		-2.9081e-003
  36		3.5460e+000	2.4321		4.4065		-2.5244e-003
  37		3.6445e+000	2.5197		4.5579		-2.2806e-003
  38		3.7430e+000	2.6026		4.7003		-1.9579e-003
  39		3.8415e+000	2.6756		4.8403		-1.4809e-003
  40		3.9400e+000	2.7565		4.9772		-1.6029e-003
  41		4.0385e+000	2.8355		5.1071		-6.8130e-004
  42		4.1370e+000	2.8992		5.2358		-2.5459e-004
  43		4.2355e+000	2.9794		5.3543		3.1914e-004
  44		4.3340e+000	3.0557		5.4775		6.6338e-004
  45		4.4325e+000	3.1420		5.5882		1.0184e-003
  46		4.5310e+000	3.2216		5.7024		1.4558e-003
  47		4.6295e+000	3.2932		5.8068		1.8718e-003
  48		4.7280e+000	3.3649		5.9124		2.4491e-003
  49		4.8265e+000	3.4637		6.0184		2.7790e-003
  50		4.9250e+000	3.5221		6.1127		3.2308e-003
  51		5.0235e+000	3.6031		6.2050		3.7221e-003
  52		5.1220e+000	3.6893		6.2981		4.0986e-003
  53		5.2205e+000	3.7762		6.3845		4.4966e-003
  54		5.3190e+000	3.8406		6.4717		4.9197e-003
  55		5.4175e+000	3.9321		6.5590		5.5508e-003
  56		5.5160e+000	4.0091		6.6450		5.8305e-003
  57		5.6145e+000	4.0933		6.7240		6.3577e-003
  58		5.7130e+000	4.1544		6.8019		6.7664e-003
  59		5.8115e+000	4.2426		6.8793		7.2182e-003
  60		5.9100e+000	4.3089		6.9517		7.6629e-003
  61		6.0085e+000	4.3912		7.0268		7.9749e-003
  62		6.1070e+000	4.4708		7.1015		8.5665e-003
  63		6.2055e+000	4.5657		7.1672		8.2761e-003
  64		6.3040e+000	4.6234		7.2380		9.3554e-003
  65		6.4025e+000	4.7123		7.3056		9.7964e-003
  66		6.5010e+000	4.7833		7.3710		1.0270e-002
  67		6.5995e+000	4.8642		7.4371		1.0729e-002
  68		6.6980e+000	4.9385		7.5012		1.1195e-002
  69		6.7965e+000	5.0254		7.5630		1.1446e-002
  70		6.8950e+000	5.1031		7.6291		1.1876e-002
  71		6.9935e+000	5.1926		7.6870		1.2952e-002
  72		7.0920e+000	5.2523		7.7457		1.2794e-002
  73		7.1905e+000	5.3446		7.8040		1.3235e-002
  74		7.2890e+000	5.4122		7.8615		1.3658e-002
  75		7.3875e+000	5.4945		7.9197		1.4081e-002
  76		7.4860e+000	5.5655		7.9733		1.4487e-002
  77		7.5845e+000	5.6663		8.0218		1.4799e-002
  78		7.6830e+000	5.7366		8.0762		1.5358e-002
  79		7.7815e+000	5.8415		8.1290		1.5326e-002
  80		7.8800e+000	5.8959		8.1798		1.6072e-002
  81		7.9785e+000	5.9761		8.2272		1.6563e-002
  82		8.0770e+000	6.0518		8.2792		1.6964e-002
  83		8.1755e+000	6.1281		8.3304		1.7352e-002
  84		8.2740e+000	6.1984		8.3754		1.7739e-002
  85		8.3725e+000	6.3019		8.4196		1.8029e-002
  86		8.4710e+000	6.3623		8.4728		1.8456e-002
  87		8.5695e+000	6.4452		8.5131		1.8255e-002
  88		8.6680e+000	6.5215		8.5585		1.9216e-002
  89		8.7665e+000	6.6124		8.6027		1.9611e-002
  90		8.8650e+000	6.6741		8.6433		1.9998e-002
  91		8.9635e+000	6.7583		8.6922		2.0393e-002
  92		9.0620e+000	6.8399		8.7360		2.0826e-002
  93		9.1605e+000	6.9136		8.7732		2.1074e-002
  94		9.2590e+000	6.9938		8.8143		2.1472e-002
  95		9.3575e+000	7.0429		8.8526		2.2107e-002
  96		9.4560e+000	7.1504		8.8952		2.2139e-002
  97		9.5545e+000	7.2274		8.9363		2.2609e-002
  98		9.6530e+000	7.2937		8.9715		2.2921e-002
  99		9.7515e+000	7.3853		9.0114		2.3243e-002
 100		9.8500e+000	7.4596		9.0572		2.3580e-002
 101		9.9485e+000	7.5518		9.0865		2.3882e-002
 102		1.0047e+001	7.6042		9.1213		2.4269e-002
 103		1.0146e+001	7.6971		9.1596		2.4685e-002
 104		1.0244e+001	7.7740		9.1995		2.4982e-002
 105		1.0342e+001	7.8503		9.2285		2.5413e-002
 106		1.0441e+001	7.9173		9.2711		2.5818e-002
 107		1.0540e+001	7.9956		9.2969		2.5990e-002
 108		1.0638e+001	8.0958		9.3411		2.6424e-002
 109		1.0736e+001	8.1780		9.3716		2.6707e-002
 110		1.0835e+001	8.2497		9.4021		2.6216e-002
 111		1.0934e+001	8.3273		9.4366		2.7270e-002
 112		1.1032e+001	8.4056		9.4702		2.7618e-002
 113		1.1131e+001	8.4865		9.5054		2.7987e-002
 114		1.1229e+001	8.5628		9.5379		2.8296e-002
 115		1.1328e+001	8.6292		9.5692		2.8547e-002
 116		1.1426e+001	8.7194		9.6004		2.8830e-002
 117		1.1525e+001	8.7911		9.6290		2.9210e-002
 118		1.1623e+001	8.8773		9.6619		2.9479e-002
 119		1.1722e+001	8.9569		9.6928		2.9809e-002
 120		1.1820e+001	9.0252		9.7201		3.0124e-002
 121		1.1919e+001	9.1115		9.7514		3.0476e-002
 122		1.2017e+001	9.1758		9.7808		3.0705e-002
 123		1.2116e+001	9.2661		9.8117		3.1050e-002
 124		1.2214e+001	9.3443		9.8398		3.1258e-002
 125		1.2313e+001	9.4206		9.8676		3.2003e-002
 126		1.2411e+001	9.4963		9.8973		3.1881e-002
 127		1.2509e+001	9.5925		9.9243		3.2125e-002
 128		1.2608e+001	9.6495		9.9533		3.2441e-002
 129		1.2707e+001	9.7451		9.9767		3.2749e-002
 130		1.2805e+001	9.8141		10.0061		3.2921e-002
 131		1.2903e+001	9.8930		10.0315		3.3262e-002
 132		1.3002e+001	9.9799		10.0651		3.3872e-002
 133		1.3101e+001	10.0608		10.0851		3.3764e-002
 134		1.3199e+001	10.1219		10.1160		3.4022e-002
 135		1.3297e+001	10.2068		10.1398		3.4409e-002
 136		1.3396e+001	10.2758		10.1676		3.4600e-002
 137		1.3495e+001	10.3587		10.1938		3.4868e-002
 138		1.3593e+001	10.4383		10.2181		3.5109e-002
 139		1.3692e+001	10.5345		10.2423		3.5424e-002
 140		1.3790e+001	10.5956		10.2689		3.5647e-002
 141		1.3889e+001	10.6719		10.2920		3.5887e-002
 142		1.3987e+001	10.7528		10.3131		3.6278e-002
 143		1.4086e+001	10.8284		10.3424		3.6529e-002
 144		1.4184e+001	10.9107		10.3600		3.6640e-002
 145		1.4283e+001	10.9956		10.3843		3.6955e-002
 146		1.4381e+001	11.0626		10.4105		3.7120e-002
 147		1.4480e+001	11.1568		10.4351		3.7443e-002
 148		1.4578e+001	11.2305		10.4606		3.7691e-002
 149		1.4677e+001	11.3028		10.4782		3.7967e-002
 150		1.4775e+001	11.3771		10.5040		3.8117e-002
 151		1.4874e+001	11.4567		10.5212		3.8451e-002
 152		1.4972e+001	11.5443		10.5462		3.8515e-002
 153		1.5070e+001	11.6119		10.5736		3.8802e-002
 154		1.5169e+001	11.6723		10.5939		3.9171e-002
 155		1.5268e+001	11.7672		10.6158		3.9333e-002
 156		1.5366e+001	11.8441		10.6346		3.9623e-002
 157		1.5464e+001	11.9191		10.6596		3.9864e-002
 158		1.5563e+001	11.9987		10.6784		4.0064e-002
 159		1.5662e+001	12.0850		10.7035		4.0279e-002
 160		1.5760e+001	12.1666		10.7226		4.0405e-002
 161		1.5858e+001	12.2674		10.7426		4.0322e-002
 162		1.5957e+001	12.3152		10.7649		4.0875e-002
 163		1.6055e+001	12.3981		10.7860		4.1090e-002
 164		1.6154e+001	12.4704		10.8040		4.1470e-002
 165		1.6253e+001	12.5593		10.8263		4.1624e-002
 166		1.6351e+001	12.6237		10.8454		4.1796e-002
 167		1.6450e+001	12.7132		10.8626		4.1872e-002
 168		1.6548e+001	12.7928		10.8853		4.2219e-002
 169		1.6647e+001	12.8877		10.9002		4.2169e-002
 170		1.6745e+001	12.9507		10.9217		4.2646e-002
 171		1.6843e+001	13.0217		10.9471		4.2822e-002
 172		1.6942e+001	13.0954		10.9667		4.3073e-002
 173		1.7041e+001	13.1783		10.9851		4.3205e-002
 174		1.7139e+001	13.2473		11.0019		4.3421e-002
 175		1.7238e+001	13.3362		11.0164		4.3560e-002
 176		1.7336e+001	13.4231		11.0441		4.3801e-002
 177		1.7435e+001	13.5173		11.0598		4.3933e-002
 178		1.7533e+001	13.5671		11.0746		4.4285e-002
 179		1.7631e+001	13.6540		11.0934		4.4443e-002
 180		1.7730e+001	13.7336		11.1118		4.4651e-002
 181		1.7828e+001	13.7999		11.1349		4.4876e-002
 182		1.7927e+001	13.8769		11.1501		4.4984e-002
 183		1.8026e+001	13.9605		11.1642		4.5210e-002
 184		1.8124e+001	14.0255		11.1834		4.5350e-002
 185		1.8223e+001	14.1336		11.1955		4.5576e-002
 186		1.8321e+001	14.1966		11.2237		4.5834e-002
 187		1.8419e+001	14.2842		11.2374		4.5999e-002
 188		1.8518e+001	14.3572		11.2561		4.6218e-002
 189		1.8616e+001	14.4388		11.2690		4.6365e-002
 190		1.8715e+001	14.5098		11.2913		4.6680e-002
 191		1.8814e+001	14.5881		11.3050		4.6734e-002
 192		1.8912e+001	14.6610		11.3191		4.7204e-002
 193		1.9011e+001	14.7619		11.3355		4.7075e-002
 194		1.9109e+001	14.8289		11.3567		4.7372e-002
 195		1.9208e+001	14.8992		11.3723		4.7544e-002
 196		1.9306e+001	14.9768		11.3903		4.7695e-002
 197		1.9404e+001	15.0657		11.4020		4.7885e-002
 198		1.9503e+001	15.1407		11.4239		4.7932e-002
 199		1.9602e+001	15.2157		11.4357		4.8226e-002
 200		1.9700e+001	15.2920		11.4533		4.8365e-002
 201		1.9799e+001	15.3828		11.4677		4.8577e-002
 202		1.9897e+001	15.4518		11.4877		4.8728e-002
 203		1.9996e+001	15.5348		11.4951		4.8921e-002
 204		2.0094e+001	15.6078		11.5115		4.9065e-002
 205		2.0192e+001	15.6887		11.5381		4.9205e-002
 206		2.0291e+001	15.7650		11.5456		4.9405e-002
 207		2.0390e+001	15.8678		11.5542		4.9237e-002
 208		2.0488e+001	15.9043		11.5800		4.9739e-002
 209		2.0587e+001	15.9992		11.5882		4.9983e-002
 210		2.0685e+001	16.0781		11.6109		5.0054e-002
 211		2.0784e+001	16.1571		11.6226		5.0252e-002
 212		2.0882e+001	16.2440		11.6406		5.0305e-002
 213		2.0980e+001	16.3249		11.6582		5.0499e-002
 214		2.1079e+001	16.4198		11.6668		5.0381e-002
 215		2.1177e+001	16.4815		11.6844		5.0876e-002
 216		2.1276e+001	16.5571		11.6922		5.0997e-002
 217		2.1375e+001	16.6420		11.7118		5.1162e-002
 218		2.1473e+001	16.7137		11.7290		5.1306e-002
 219		2.1572e+001	16.7893		11.7462		5.1525e-002
 220		2.1670e+001	16.8749		11.7529		5.1625e-002
 221		2.1769e+001	16.9591		11.7662		5.1725e-002
 222		2.1867e+001	17.0195		11.7834		5.1811e-002
 223		2.1965e+001	17.1104		11.7951		5.2055e-002
 224		2.2064e+001	17.1920		11.8088		5.2080e-002
 225		2.2163e+001	17.2710		11.8272		5.2342e-002
 226		2.2261e+001	17.3473		11.8424		5.2489e-002
 227		2.2360e+001	17.4182		11.8514		5.2740e-002
 228		2.2458e+001	17.4998		11.8706		5.2751e-002
 229		2.2557e+001	17.5894		11.8800		5.2661e-002
 230		2.2655e+001	17.6624		11.8980		5.3117e-002
 231		2.2753e+001	17.7400		11.9089		5.3127e-002
 232		2.2852e+001	17.8090		11.9222		5.3407e-002
 233		2.2951e+001	17.8933		11.9391		5.3497e-002
 234		2.3049e+001	17.9662		11.9492		5.3583e-002
 235		2.3148e+001	18.0551		11.9629		5.3923e-002
 236		2.3246e+001	18.1321		11.9793		5.4071e-002
 237		2.3345e+001	18.2163		11.9809		5.4017e-002
 238		2.3443e+001	18.2814		12.0036		5.4167e-002
 239		2.3541e+001	18.3590		12.0169		5.4408e-002
 240		2.3640e+001	18.4419		12.0255		5.4458e-002
 241		2.3738e+001	18.5222		12.0411		5.4619e-002
 242		2.3837e+001	18.6025		12.0494		5.4684e-002
 243		2.3936e+001	18.6887		12.0670		5.4884e-002
 244		2.4034e+001	18.7676		12.0826		5.5003e-002
 245		2.4133e+001	18.8420		12.0920		5.5161e-002
 246		2.4231e+001	18.9096		12.1018		5.5422e-002
 247		2.4329e+001	18.9925		12.1162		5.5519e-002
 248		2.4428e+001	19.0635		12.1319		5.5573e-002
 249		2.4526e+001	19.1571		12.1417		5.5641e-002
 250		2.4625e+001	19.2241		12.1546		5.6057e-002
 251		2.4724e+001	19.3083		12.1643		5.5899e-002
 252		2.4822e+001	19.3800		12.1792		5.6125e-002
 253		2.4921e+001	19.4755		12.1859		5.6315e-002
 254		2.5019e+001	19.5359		12.1988		5.6416e-002
 255		2.5118e+001	19.6208		12.2156		5.6444e-002
 256		2.5216e+001	19.6500		12.2238		5.6573e-002
 257		2.5314e+001	19.6779		12.2273		5.6814e-002
 258		2.5413e+001	19.6540		12.2265		5.6778e-002
 259		2.5512e+001	19.6434		12.2305		5.6900e-002
 260		2.5610e+001	19.5996		12.2277		5.7047e-002
 261		2.5709e+001	19.5697		12.2269		5.7197e-002
 262		2.5807e+001	19.5173		12.2305		5.7190e-002
 263		2.5906e+001	19.4735		12.2261		5.7205e-002
 264		2.6004e+001	19.4351		12.2222		5.7387e-002
 265		2.6102e+001	19.3734		12.2195		5.7248e-002
 266		2.6201e+001	19.2904		12.2160		5.7420e-002
 267		2.6299e+001	19.2201		12.2160		5.7513e-002
 268		2.6398e+001	19.1531		12.2062		5.7581e-002
 269		2.6497e+001	19.0887		12.2007		5.7595e-002
 270		2.6595e+001	19.0091		12.2007		5.7560e-002
 271		2.6694e+001	18.9375		12.1921		5.7570e-002
 272		2.6792e+001	18.8612		12.1894		5.8180e-002
 273		2.6890e+001	18.8048		12.1816		5.7542e-002
 274		2.6989e+001	18.7186		12.1737		5.7642e-002
 275		2.7087e+001	18.6363		12.1683		5.7674e-002
 276		2.7186e+001	18.5540		12.1651		5.7563e-002
 277		2.7285e+001	18.4837		12.1573		5.7577e-002
 278		2.7383e+001	18.4180		12.1526		5.7477e-002
 279		2.7482e+001	18.3397		12.1432		5.7459e-002
 280		2.7580e+001	18.2595		12.1397		5.7330e-002
 281		2.7679e+001	18.1818		12.1331		5.7427e-002
 282		2.7777e+001	18.0910		12.1252		5.7337e-002
 283		2.7875e+001	18.0306		12.1198		5.7359e-002
 284		2.7974e+001	17.9304		12.1069		5.7323e-002
 285		2.8073e+001	17.8727		12.1014		5.7101e-002
 286		2.8171e+001	17.7957		12.0986		5.7154e-002
 287		2.8270e+001	17.7214		12.0885		5.6993e-002
 288		2.8368e+001	17.6372		12.0842		5.7018e-002
 289		2.8467e+001	17.5668		12.0724		5.7043e-002
 290		2.8565e+001	17.4779		12.0701		5.7011e-002
 291		2.8663e+001	17.4003		12.0505		5.6853e-002
 292		2.8762e+001	17.3154		12.0509		5.6771e-002
 293		2.8860e+001	17.2491		12.0404		5.6642e-002
 294		2.8959e+001	17.1681		12.0329		5.6602e-002
 295		2.9058e+001	17.0746		12.0228		5.6530e-002
 296		2.9156e+001	16.9976		12.0134		5.6509e-002
 297		2.9255e+001	16.9253		12.0059		5.6577e-002
 298		2.9353e+001	16.8517		12.0020		5.6315e-002
 299		2.9451e+001	16.7767		11.9903		5.6179e-002
 300		2.9550e+001	16.7004		11.9739		5.6025e-002
 301		2.9648e+001	16.6248		11.9750		5.5942e-002
 302		2.9747e+001	16.5346		11.9649		5.5788e-002
 303		2.9846e+001	16.4702		11.9559		5.5845e-002
 304		2.9944e+001	16.3740		11.9480		5.5770e-002
 305		3.0043e+001	16.2990		11.9355		5.5659e-002
 306		3.0141e+001	16.2188		11.9258		5.5573e-002
 307		3.0240e+001	16.1338		11.9211		5.5523e-002
 308		3.0338e+001	16.0622		11.9085		5.5232e-002
 309		3.0436e+001	15.9859		11.9019		5.4935e-002
 310		3.0535e+001	15.9003		11.8956		5.5118e-002
 311		3.0634e+001	15.8293		11.8816		5.4996e-002
 312		3.0732e+001	15.7331		11.8686		5.4967e-002
 313		3.0831e+001	15.6714		11.8620		5.4770e-002
 314		3.0929e+001	15.5859		11.8565		5.4734e-002
 315		3.1028e+001	15.5102		11.8440		5.4558e-002
 316		3.1126e+001	15.4339		11.8354		5.4282e-002
 317		3.1224e+001	15.3590		11.8331		5.4257e-002
 318		3.1323e+001	15.2721		11.8127		5.4174e-002
 319		3.1422e+001	15.1958		11.8096		5.4146e-002
 320		3.1520e+001	15.1208		11.7920		5.4002e-002
 321		3.1619e+001	15.0518		11.7912		5.3866e-002
 322		3.1717e+001	14.9669		11.7799		5.3680e-002
 323		3.1816e+001	14.8899		11.7650		5.3687e-002
 324		3.1914e+001	14.8116		11.7572		5.3500e-002
 325		3.2013e+001	14.7314		11.7478		5.3414e-002
 326		3.2111e+001	14.6332		11.7392		5.3314e-002
 327		3.2209e+001	14.5635		11.7235		5.3142e-002
 328		3.2308e+001	14.4879		11.7153		5.3102e-002
 329		3.2407e+001	14.4169		11.7087		5.2916e-002
 330		3.2505e+001	14.3346		11.6942		5.2701e-002
 331		3.2603e+001	14.2617		11.6829		5.2679e-002
 332		3.2702e+001	14.1787		11.6770		5.2654e-002
 333		3.2801e+001	14.0991		11.6653		5.2432e-002
 334		3.2899e+001	14.0188		11.6500		5.2374e-002
 335		3.2998e+001	13.9518		11.6398		5.2170e-002
 336		3.3096e+001	13.8729		11.6332		5.2023e-002
 337		3.3194e+001	13.8105		11.6164		5.2016e-002
 338		3.3293e+001	13.7057		11.6117		5.1826e-002
 339		3.3392e+001	13.6248		11.6003		5.1729e-002
 340		3.3490e+001	13.5465		11.5835		5.1614e-002
 341		3.3589e+001	13.4669		11.5733		5.1456e-002
 342		3.3687e+001	13.3966		11.5616		5.1209e-002
 343		3.3785e+001	13.3050		11.5503		5.1141e-002
 344		3.3884e+001	13.2300		11.5362		5.1084e-002
 345		3.3983e+001	13.1717		11.5295		5.0850e-002
 346		3.4081e+001	13.0761		11.5135		5.0876e-002
 347		3.4179e+001	13.0131		11.5068		5.0678e-002
 348		3.4278e+001	12.9156		11.4846		5.0474e-002
 349		3.4377e+001	12.8419		11.4799		5.0424e-002
 350		3.4475e+001	12.7464		11.4709		5.0148e-002
 351		3.4574e+001	12.6801		11.4576		5.0219e-002
 352		3.4672e+001	12.6104		11.4486		4.9929e-002
 353		3.4770e+001	12.5354		11.4306		4.9868e-002
 354		3.4869e+001	12.4479		11.4224		4.9681e-002
 355		3.4968e+001	12.3716		11.4102		4.9491e-002
 356		3.5066e+001	12.2866		11.3954		4.9273e-002
 357		3.5164e+001	12.2183		11.3836		4.9230e-002
 358		3.5263e+001	12.1347		11.3703		4.9058e-002
 359		3.5361e+001	12.0531		11.3567		4.8903e-002
 360		3.5460e+001	11.9762		11.3445		4.8803e-002
 361		3.5559e+001	11.8972		11.3289		4.8688e-002
 362		3.5657e+001	11.8196		11.3187		4.8509e-002
 363		3.5755e+001	11.7367		11.2999		4.8355e-002
 364		3.5854e+001	11.6710		11.2909		4.8172e-002
 365		3.5953e+001	11.6139		11.2800		4.7863e-002
 366		3.6051e+001	11.5058		11.2616		4.7863e-002
 367		3.6150e+001	11.4249		11.2518		4.7838e-002
 368		3.6248e+001	11.3439		11.2413		4.7638e-002
 369		3.6346e+001	11.2736		11.2205		4.7465e-002
 370		3.6445e+001	11.1960		11.2088		4.7311e-002
 371		3.6544e+001	11.1243		11.1955		4.7132e-002
 372		3.6642e+001	11.0494		11.1818		4.7458e-002
 373		3.6740e+001	10.9697		11.1677		4.6809e-002
 374		3.6839e+001	10.8828		11.1525		4.6702e-002
 375		3.6938e+001	10.7999		11.1353		4.6666e-002
 376		3.7036e+001	10.7256		11.1212		4.6386e-002
 377		3.7135e+001	10.6559		11.1063		4.6203e-002
 378		3.7233e+001	10.5624		11.0942		4.6081e-002
 379		3.7331e+001	10.4954		11.0770		4.5802e-002
 380		3.7430e+001	10.3939		11.0653		4.5676e-002
 381		3.7529e+001	10.3335		11.0457		4.5511e-002
 382		3.7627e+001	10.2459		11.0304		4.5486e-002
 383		3.7725e+001	10.1736		11.0164		4.5321e-002
 384		3.7824e+001	10.1000		11.0011		4.5038e-002
 385		3.7922e+001	10.0171		10.9831		4.4966e-002
 386		3.8021e+001	9.9428		10.9690		4.4672e-002
 387		3.8120e+001	9.8744		10.9507		4.5045e-002
 388		3.8218e+001	9.7796		10.9366		4.4417e-002
 389		3.8316e+001	9.7092		10.9198		4.4195e-002
 390		3.8415e+001	9.6144		10.8994		4.4113e-002
 391		3.8514e+001	9.5460		10.8849		4.3944e-002
 392		3.8612e+001	9.4618		10.8662		4.3711e-002
 393		3.8711e+001	9.3968		10.8509		4.3482e-002
 394		3.8809e+001	9.3006		10.8376		4.3102e-002
 395		3.8907e+001	9.2283		10.8126		4.3148e-002
 396		3.9006e+001	9.1546		10.7969		4.3069e-002
 397		3.9105e+001	9.0823		10.7793		4.2919e-002
 398		3.9203e+001	8.9961		10.7594		4.2678e-002
 399		3.9301e+001	8.9191		10.7433		4.2499e-002
 400		3.9400e+001	8.8335		10.7246		4.2302e-002
 401		3.9499e+001	8.7745		10.7058		4.2062e-002
 402		3.9597e+001	8.6743		10.6851		4.1954e-002
 403		3.9696e+001	8.6006		10.6679		4.1750e-002
 404		3.9794e+001	8.5164		10.6514		4.1585e-002
 405		3.9892e+001	8.4481		10.6280		4.1405e-002
 406		3.9991e+001	8.3691		10.6088		4.1129e-002
 407		4.0090e+001	8.2855		10.5896		4.1000e-002
 408		4.0188e+001	8.2212		10.5669		4.0968e-002
 409		4.0286e+001	8.1495		10.5474		4.0520e-002
 410		4.0385e+001	8.0474		10.5263		4.0405e-002
 411		4.0483e+001	7.9830		10.5071		4.0258e-002
 412		4.0582e+001	7.8948		10.4852		4.0064e-002
 413		4.0681e+001	7.8198		10.4613		3.9810e-002
 414		4.0779e+001	7.7395		10.4433		3.9641e-002
 415		4.0877e+001	7.6586		10.4195		3.9390e-002
 416		4.0976e+001	7.5830		10.3999		3.9039e-002
 417		4.1075e+001	7.5146		10.3776		3.8981e-002
 418		4.1173e+001	7.4144		10.3542		3.8752e-002
 419		4.1272e+001	7.3468		10.3330		3.8619e-002
 420		4.1370e+001	7.2698		10.3092		3.8340e-002
 421		4.1468e+001	7.1876		10.2822		3.8035e-002
 422		4.1567e+001	7.1139		10.2583		3.7870e-002
 423		4.1666e+001	7.0389		10.2353		3.8028e-002
 424		4.1764e+001	6.9441		10.2126		3.7422e-002
 425		4.1862e+001	6.8704		10.1875		3.7285e-002
 426		4.1961e+001	6.7961		10.1531		3.7009e-002
 427		4.2060e+001	6.7072		10.1363		3.6722e-002
 428		4.2158e+001	6.6329		10.1121		3.6375e-002
 429		4.2257e+001	6.5673		10.0800		3.6231e-002
 430		4.2355e+001	6.4777		10.0624		3.5758e-002
 431		4.2453e+001	6.4047		10.0299		3.5822e-002
 432		4.2552e+001	6.3231		9.9998		3.5704e-002
